id_tenrac,nom,prenom,courriel,telephone,adresse_postale,id_grade,id_entretien
401,Bilar,Leo,leo.bilar401@amu.fr,0600000401,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0842, 43.5701, NULL), NULL, NULL)",5,6
402,Poulin,Emilie,emilie.poulin402@amu.fr,0600000402,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7542, 43.4021, NULL), NULL, NULL)",2,66
403,Richard,Lisa,lisa.richard403@amu.fr,0600000403,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3742, 43.652, NULL), NULL, NULL)",3,42
404,Gagnon,Marianne,marianne.gagnon404@amu.fr,0600000404,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1442, 43.12, NULL), NULL, NULL)",1,50
405,Lafayette,Ines,ines.lafayett405@amu.fr,0600000405,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8098, 43.2835, NULL), NULL, NULL)",6,76
406,Roy,Francois,francois.roy406@amu.fr,0600000406,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2313, 43.819, NULL), NULL, NULL)",4,68
407,Higueurs,Francois,francois.higueurs407@amu.fr,0600000407,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8268, 43.7333, NULL), NULL, NULL)",1,15
408,Lefebvre,Thierry,thierry.lefebvre408@amu.fr,0600000408,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2085, 43.6189, NULL), NULL, NULL)",3,58
409,Lambert,Bruno,bruno.lambert409@amu.fr,0600000409,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9823, 43.4041, NULL), NULL, NULL)",2,54
410,Dupuis,Josiane,josiane.dupuis410@amu.fr,0600000410,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7344, 43.8445, NULL), NULL, NULL)",4,9
411,Laverand,Christine,christin.laverand411@amu.fr,0600000411,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2355, 43.8853, NULL), NULL, NULL)",5,29
412,Renard,Mathilde,mathilde.renard412@amu.fr,0600000412,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2275, 43.851, NULL), NULL, NULL)",3,74
413,Pelletier,Delphine,delphine.pelletie413@amu.fr,0600000413,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6949, 43.2651, NULL), NULL, NULL)",1,49
414,Salamanca,Magali,magali.salamanc414@amu.fr,0600000414,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2505, 43.49, NULL), NULL, NULL)",4,52
415,Bouchard,Marcel,marcel.bouchard415@amu.fr,0600000415,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6876, 43.0839, NULL), NULL, NULL)",2,4
416,Mercier,Morgan,morgan.mercier416@amu.fr,0600000416,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9142, 43.6153, NULL), NULL, NULL)",5,25
417,Renaud,Laura,laura.renaud417@amu.fr,0600000417,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0291, 43.8574, NULL), NULL, NULL)",6,45
418,White,Aline,aline.white418@amu.fr,0600000418,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7377, 43.9615, NULL), NULL, NULL)",2,63
419,Chevalier,Veronique,veroniqu.chevalie419@amu.fr,0600000419,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0462, 43.174, NULL), NULL, NULL)",2,4
420,Bonnet,Andre,andre.bonnet420@amu.fr,0600000420,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0555, 43.0224, NULL), NULL, NULL)",4,26
421,Mercier,Mickey,mickey.mercier421@amu.fr,0600000421,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3079, 43.8311, NULL), NULL, NULL)",4,49
422,Moreau,Michele,michele.moreau422@amu.fr,0600000422,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0177, 43.9962, NULL), NULL, NULL)",1,49
423,Picard,Olivier,olivier.picard423@amu.fr,0600000423,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4396, 43.3606, NULL), NULL, NULL)",4,31
424,Sabreur,Olivier,olivier.sabreur424@amu.fr,0600000424,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4664, 43.2806, NULL), NULL, NULL)",1,78
425,Guerin,Lina,lina.guerin425@amu.fr,0600000425,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7867, 43.348, NULL), NULL, NULL)",5,21
426,Gingras,Hugo,hugo.gingras426@amu.fr,0600000426,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9967, 43.6534, NULL), NULL, NULL)",5,8
427,Lopez,Denis,denis.lopez427@amu.fr,0600000427,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8293, 43.105, NULL), NULL, NULL)",3,77
428,Bouchard,Manon,manon.bouchard428@amu.fr,0600000428,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3145, 43.3832, NULL), NULL, NULL)",2,56
429,Gosselin,Benoit,benoit.gosselin429@amu.fr,0600000429,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5825, 43.3829, NULL), NULL, NULL)",2,65
430,Morin,Nathalie,nathalie.morin430@amu.fr,0600000430,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9397, 43.3564, NULL), NULL, NULL)",3,72
431,Salamanca,Julien,julien.salamanc431@amu.fr,0600000431,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6906, 43.9459, NULL), NULL, NULL)",5,34
432,White,Odile,odile.white432@amu.fr,0600000432,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0544, 43.1619, NULL), NULL, NULL)",5,27
433,Mercier,Manon,manon.mercier433@amu.fr,0600000433,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8849, 43.4913, NULL), NULL, NULL)",1,76
434,Robin,Yves,yves.robin434@amu.fr,0600000434,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3595, 43.9031, NULL), NULL, NULL)",4,21
435,Thomas,Nicole,nicole.thomas435@amu.fr,0600000435,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0521, 43.9664, NULL), NULL, NULL)",5,48
436,Blanc,Albert,albert.blanc436@amu.fr,0600000436,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0514, 43.4618, NULL), NULL, NULL)",4,18
437,Fournier,Veronique,veroniqu.fournier437@amu.fr,0600000437,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5337, 43.0966, NULL), NULL, NULL)",2,68
438,Barbier,Ambrine,ambrine.barbier438@amu.fr,0600000438,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4952, 43.7973, NULL), NULL, NULL)",6,35
439,Boucher,Christelle,christel.boucher439@amu.fr,0600000439,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3883, 43.0116, NULL), NULL, NULL)",3,56
440,Francois,Laura,laura.francois440@amu.fr,0600000440,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.607, 43.9757, NULL), NULL, NULL)",3,66
441,Scila,Jules,jules.scila441@amu.fr,0600000441,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1579, 43.7093, NULL), NULL, NULL)",2,37
442,Lambert,Lisa,lisa.lambert442@amu.fr,0600000442,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0617, 43.0766, NULL), NULL, NULL)",4,25
443,Dupont,Lee,lee.dupont443@amu.fr,0600000443,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1008, 43.5836, NULL), NULL, NULL)",2,3
444,Francois,Pascale,pascale.francois444@amu.fr,0600000444,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6974, 43.9898, NULL), NULL, NULL)",1,50
445,Roussel,Patrick,patrick.roussel445@amu.fr,0600000445,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3758, 43.5171, NULL), NULL, NULL)",1,41
446,Lefebvre,Laurence,laurence.lefebvre446@amu.fr,0600000446,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6182, 43.0777, NULL), NULL, NULL)",5,52
447,Guerin,Monique,monique.guerin447@amu.fr,0600000447,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0251, 43.5469, NULL), NULL, NULL)",2,34
448,Cote,Denis,denis.cote448@amu.fr,0600000448,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0991, 43.3797, NULL), NULL, NULL)",3,41
449,Ouellet,Myriam,myriam.ouellet449@amu.fr,0600000449,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1111, 43.3507, NULL), NULL, NULL)",6,16
450,Gosselin,Maeva,maeva.gosselin450@amu.fr,0600000450,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9103, 43.0129, NULL), NULL, NULL)",3,51
451,Lecomte,Raphael,raphael.lecomte451@amu.fr,0600000451,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9619, 43.5122, NULL), NULL, NULL)",5,56
452,Boucher,Jacques,jacques.boucher452@amu.fr,0600000452,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1231, 43.4427, NULL), NULL, NULL)",6,24
453,Colin,Hugo,hugo.colin453@amu.fr,0600000453,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3099, 43.7548, NULL), NULL, NULL)",5,25
454,Muller,Ines,ines.muller454@amu.fr,0600000454,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0516, 43.7847, NULL), NULL, NULL)",3,17
455,Fernandez,Christiane,christia.fernande455@amu.fr,0600000455,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5032, 43.0133, NULL), NULL, NULL)",1,51
456,Lefevre,Christiane,christia.lefevre456@amu.fr,0600000456,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0443, 43.1949, NULL), NULL, NULL)",4,4
457,Fabre,Adame,adame.fabre457@amu.fr,0600000457,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2871, 43.2838, NULL), NULL, NULL)",2,8
458,Morancey,Victor,victor.morancey458@amu.fr,0600000458,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9841, 43.5963, NULL), NULL, NULL)",2,63
459,Nedjar,Morgan,morgan.nedjar459@amu.fr,0600000459,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0495, 43.4503, NULL), NULL, NULL)",2,74
460,Meunier,Julien,julien.meunier460@amu.fr,0600000460,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0315, 43.0163, NULL), NULL, NULL)",4,36
461,Dubois,Raphael,raphael.dubois461@amu.fr,0600000461,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9241, 43.9303, NULL), NULL, NULL)",1,13
462,Tremblay,Claude,claude.tremblay462@amu.fr,0600000462,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2729, 43.7685, NULL), NULL, NULL)",3,61
463,Dupont,Yves,yves.dupont463@amu.fr,0600000463,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0003, 43.1965, NULL), NULL, NULL)",1,38
464,Martin,Gilles,gilles.martin464@amu.fr,0600000464,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0175, 43.9647, NULL), NULL, NULL)",3,45
465,Martin,Emilie,emilie.martin465@amu.fr,0600000465,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9859, 43.3143, NULL), NULL, NULL)",2,12
466,Martin,Daniel,daniel.martin466@amu.fr,0600000466,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9868, 43.001, NULL), NULL, NULL)",5,78
467,Leclerc,Nathan,nathan.leclerc467@amu.fr,0600000467,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5901, 43.7024, NULL), NULL, NULL)",6,47
468,Scila,Charles,charles.scila468@amu.fr,0600000468,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5406, 43.2107, NULL), NULL, NULL)",6,76
469,Albertos,Marianne,marianne.albertos469@amu.fr,0600000469,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2257, 43.4999, NULL), NULL, NULL)",3,21
470,Deschamps,Denis,denis.deschamp470@amu.fr,0600000470,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.317, 43.2674, NULL), NULL, NULL)",5,27
471,Garcia,Rodolphe,rodolphe.garcia471@amu.fr,0600000471,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9432, 43.9562, NULL), NULL, NULL)",5,75
472,Mercier,Hugo,hugo.mercier472@amu.fr,0600000472,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3459, 43.3804, NULL), NULL, NULL)",6,48
473,Gosselin,Monique,monique.gosselin473@amu.fr,0600000473,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9591, 43.7366, NULL), NULL, NULL)",1,22
474,Masson,Rene,rene.masson474@amu.fr,0600000474,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6554, 43.6052, NULL), NULL, NULL)",2,41
475,Nedjar,Jacqueline,jacqueli.nedjar475@amu.fr,0600000475,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9692, 43.6579, NULL), NULL, NULL)",5,80
476,Blanc,Laetitia,laetitia.blanc476@amu.fr,0600000476,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5125, 43.5185, NULL), NULL, NULL)",3,79
477,Lefevre,Gerard,gerard.lefevre477@amu.fr,0600000477,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9961, 43.3185, NULL), NULL, NULL)",5,71
478,Girard,Carole,carole.girard478@amu.fr,0600000478,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.854, 43.3039, NULL), NULL, NULL)",2,54
479,Caron,Adame,adame.caron479@amu.fr,0600000479,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7189, 43.2165, NULL), NULL, NULL)",4,3
480,Lavoie,Olivier,olivier.lavoie480@amu.fr,0600000480,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6243, 43.249, NULL), NULL, NULL)",5,33
481,Girard,Sophie,sophie.girard481@amu.fr,0600000481,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7661, 43.0018, NULL), NULL, NULL)",6,32
482,Boyer,Christophe,christop.boyer482@amu.fr,0600000482,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3248, 43.9189, NULL), NULL, NULL)",6,62
483,Thomas,Lee,lee.thomas483@amu.fr,0600000483,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7219, 43.8931, NULL), NULL, NULL)",1,54
484,Martel,Andre,andre.martel484@amu.fr,0600000484,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9411, 43.105, NULL), NULL, NULL)",4,33
485,Roussel,Anne,anne.roussel485@amu.fr,0600000485,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5461, 43.0229, NULL), NULL, NULL)",2,11
486,Perrin,Philippe,philippe.perrin486@amu.fr,0600000486,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7314, 43.4464, NULL), NULL, NULL)",6,6
487,Bonnet,Evelyne,evelyne.bonnet487@amu.fr,0600000487,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7849, 43.8261, NULL), NULL, NULL)",5,31
488,Lucas,Pierre,pierre.lucas488@amu.fr,0600000488,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0563, 43.2757, NULL), NULL, NULL)",3,3
489,Lecomte,Annie,annie.lecomte489@amu.fr,0600000489,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4326, 43.6661, NULL), NULL, NULL)",5,14
490,Gagnon,Frederic,frederic.gagnon490@amu.fr,0600000490,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9146, 43.191, NULL), NULL, NULL)",2,63
491,Renard,Mickey,mickey.renard491@amu.fr,0600000491,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7096, 43.1877, NULL), NULL, NULL)",5,25
492,Berger,Simone,simone.berger492@amu.fr,0600000492,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0827, 43.9878, NULL), NULL, NULL)",1,15
493,Fabre,Evelyne,evelyne.fabre493@amu.fr,0600000493,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1437, 43.405, NULL), NULL, NULL)",2,75
494,Boyer,Eric,eric.boyer494@amu.fr,0600000494,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5113, 43.2824, NULL), NULL, NULL)",6,71
495,Roy,Clara,clara.roy495@amu.fr,0600000495,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6514, 43.6645, NULL), NULL, NULL)",1,36
496,Guerin,Sylvain,sylvain.guerin496@amu.fr,0600000496,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7261, 43.8793, NULL), NULL, NULL)",5,39
497,Moreau,Suzanne,suzanne.moreau497@amu.fr,0600000497,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9707, 43.6449, NULL), NULL, NULL)",3,76
498,Berger,Gilles,gilles.berger498@amu.fr,0600000498,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1452, 43.6922, NULL), NULL, NULL)",2,65
499,Laverand,Christine,christin.laverand499@amu.fr,0600000499,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5328, 43.3261, NULL), NULL, NULL)",2,29
500,Martel,Sylvain,sylvain.martel500@amu.fr,0600000500,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4441, 43.4959, NULL), NULL, NULL)",4,40
501,Mouse,Chloe,chloe.mouse501@amu.fr,0600000501,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3444, 43.1714, NULL), NULL, NULL)",6,57
502,Caron,Pierre,pierre.caron502@amu.fr,0600000502,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1904, 43.8737, NULL), NULL, NULL)",6,1
503,Richard,Virginie,virginie.richard503@amu.fr,0600000503,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0282, 43.405, NULL), NULL, NULL)",6,40
504,Albertos,Rose,rose.albertos504@amu.fr,0600000504,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2741, 43.3454, NULL), NULL, NULL)",5,50
505,Dumas,Hugo,hugo.dumas505@amu.fr,0600000505,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2532, 43.9655, NULL), NULL, NULL)",5,28
506,Meunier,Benoit,benoit.meunier506@amu.fr,0600000506,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.181, 43.7518, NULL), NULL, NULL)",2,32
507,Mercier,Annie,annie.mercier507@amu.fr,0600000507,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4784, 43.9597, NULL), NULL, NULL)",3,56
508,Moreau,Cecile,cecile.moreau508@amu.fr,0600000508,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4593, 43.8977, NULL), NULL, NULL)",5,75
509,Dupuis,Claude,claude.dupuis509@amu.fr,0600000509,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2203, 43.8243, NULL), NULL, NULL)",1,39
510,Navarro,Francois,francois.navarro510@amu.fr,0600000510,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6546, 43.7868, NULL), NULL, NULL)",6,49
511,White,Julien,julien.white511@amu.fr,0600000511,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4237, 43.493, NULL), NULL, NULL)",1,16
512,Robin,Serge,serge.robin512@amu.fr,0600000512,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7185, 43.6605, NULL), NULL, NULL)",4,70
513,Lecomte,Christian,christia.lecomte513@amu.fr,0600000513,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1354, 43.757, NULL), NULL, NULL)",1,58
514,Colin,Frederic,frederic.colin514@amu.fr,0600000514,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8257, 43.0861, NULL), NULL, NULL)",2,39
515,Lavoie,Francois,francois.lavoie515@amu.fr,0600000515,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2266, 43.008, NULL), NULL, NULL)",6,29
516,Boule,Louis,louis.boule516@amu.fr,0600000516,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8598, 43.2517, NULL), NULL, NULL)",3,76
517,Dumont,Brigitte,brigitte.dumont517@amu.fr,0600000517,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1838, 43.5633, NULL), NULL, NULL)",2,30
518,Fontaine,Sylvie,sylvie.fontaine518@amu.fr,0600000518,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5979, 43.9078, NULL), NULL, NULL)",3,70
519,Meunier,Patricia,patricia.meunier519@amu.fr,0600000519,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0973, 43.6706, NULL), NULL, NULL)",4,38
520,Lecomte,Patrick,patrick.lecomte520@amu.fr,0600000520,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3507, 43.8984, NULL), NULL, NULL)",4,41
521,Martin,Thomas,thomas.martin521@amu.fr,0600000521,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1187, 43.1055, NULL), NULL, NULL)",4,60
522,Martel,Virginie,virginie.martel522@amu.fr,0600000522,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3371, 43.9597, NULL), NULL, NULL)",4,62
523,Renaud,Didier,didier.renaud523@amu.fr,0600000523,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8348, 43.0678, NULL), NULL, NULL)",6,4
524,Albertos,Marie,marie.albertos524@amu.fr,0600000524,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4787, 43.676, NULL), NULL, NULL)",4,32
525,Fournier,Jacques,jacques.fournier525@amu.fr,0600000525,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3287, 43.2542, NULL), NULL, NULL)",1,75
526,Laurent,Annie,annie.laurent526@amu.fr,0600000526,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9232, 43.1049, NULL), NULL, NULL)",2,78
527,Albertos,Helene,helene.albertos527@amu.fr,0600000527,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4819, 43.7675, NULL), NULL, NULL)",5,64
528,Barbier,Charles,charles.barbier528@amu.fr,0600000528,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0128, 43.0866, NULL), NULL, NULL)",3,25
529,Boyer,Francoise,francois.boyer529@amu.fr,0600000529,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.649, 43.95, NULL), NULL, NULL)",1,22
530,Lefevre,Nadege,nadege.lefevre530@amu.fr,0600000530,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3541, 43.2104, NULL), NULL, NULL)",2,17
531,Martin,Brigitte,brigitte.martin531@amu.fr,0600000531,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8745, 43.3385, NULL), NULL, NULL)",2,80
532,Leblanc,Danielle,danielle.leblanc532@amu.fr,0600000532,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7201, 43.0672, NULL), NULL, NULL)",3,68
533,Bonnet,Maxime,maxime.bonnet533@amu.fr,0600000533,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.349, 43.7487, NULL), NULL, NULL)",6,40
534,Lemaire,Evan,evan.lemaire534@amu.fr,0600000534,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7659, 43.9842, NULL), NULL, NULL)",2,23
